student_id_new,acct_id_new,person_detail_id_new,school_id_new,lea_id_new,race_id,grade,lep_enrolled,iep_enrolled,cum_gpa,absence_count_unexcused,absence_count_excused,core_gpa,num_f,academic_year_id,gender,city,state,zip,ethnicity
1,15485,3221,35,17,5,11.0,N,N,0.0,2,7,,0,12,F,Spindale,NC,28160,0
2,17185,13118,77,2,5,6.0,N,N,3.28636,3,2,3.69167,0,12,F,Creston,NC,28615,0
3,10165,13067,7,9,5,6.0,N,N,3.10435,3,15,3.025,3,12,M,Rutherfordton,NC,28139,0
4,13890,28185,12,17,5,9.0,N,N,0.0,2,1,,0,12,M,Ellenboro,NC,28040,0
5,11313,12510,23,17,5,11.0,N,N,0.0,3,0,,0,12,M,Forest City,NC,28043,0
6,9161,6310,11,1,7,6.0,N,N,3.71429,0,0,3.43333,0,11,F,Moravian Falls,NC,28654,0
7,16969,12112,49,10,5,6.0,N,Y,1.75,0,3,1.75,0,12,M,Morganton,NC,28655,0
8,17012,6157,35,17,5,10.0,N,N,0.0,0,2,,0,12,M,Rutherfordton,NC,28139,0
9,1339,15921,18,1,5,6.0,N,N,3.0125,3,10,3.0125,0,12,F,North Wilkesboro,NC,28659,0
10,12639,27837,75,4,5,7.0,N,N,1.975,6,19,1.975,0,12,M,Burnsville,NC,28714,0
11,2164,8897,7,9,5,7.0,N,N,,0,0,,0,11,M,Rutherfordton,NC,28139,0
12,6698,17994,49,10,5,6.0,N,N,3.25,3,1,2.92308,0,12,M,Valdese,NC,28690,0
13,4559,24757,67,2,5,7.0,N,N,3.71429,2,0,3.55556,0,12,F,Jefferson,NC,28640,0
14,14674,26821,17,19,5,6.0,N,N,3.4875,3,1,3.10833,0,12,F,Marshall,NC,28753,0
15,7572,27626,53,9,5,7.0,N,N,1.60833,8,1,1.01538,10,12,M,Caroleen,NC,28019,0
16,7423,25603,18,1,5,6.0,N,N,2.18214,3,1,0.775,7,11,M,Wilkesboro,NC,28697,0
17,13575,7578,49,10,5,6.0,N,N,3.67857,5,1,3.53846,0,12,F,Valdese,NC,28690,0
18,9243,23832,11,1,5,6.0,N,N,3.28333,0,1,3.28333,0,12,F,N Wilkesboro,NC,28659,0
19,8413,24830,74,3,5,6.0,N,N,3.10667,0,12,2.6625,0,12,M,,,,0
20,10729,13615,22,9,5,7.0,N,N,4.0,0,1,4.0,0,11,F,Ellenboro,NC,28040,0
21,3479,3166,38,13,6,6.0,N,N,3.47619,0,6,3.475,0,12,F,Robbinsville,NC,28771,0
22,186,28926,23,17,4,9.0,N,N,0.0,0,2,,0,12,F,Forest City,NC,28043,0
23,2012,45,34,21,5,8.0,N,N,3.91176,4,0,3.8125,0,11,M,Morganton,NC,28655,0
24,16640,20966,22,9,9,6.0,N,N,2.83333,3,0,2.09091,1,12,M,Bostic,NC,28018,1
25,16470,8404,2,14,5,8.0,N,N,3.93929,3,11,3.85833,0,11,F,Moravian Falls,NC,28654,0
26,14840,22828,58,7,5,7.0,N,N,3.01515,8,5,2.70476,0,11,M,Hayesville,NC,28904,0
27,16093,9988,7,9,5,8.0,N,N,3.4,5,10,3.21,0,12,M,Forest City,NC,28043,0
28,16812,17221,17,19,5,8.0,N,N,2.50435,3,0,2.10833,2,12,M,Marshall,NC,28753,0
29,11822,26647,74,3,5,7.0,N,N,3.15333,0,28,2.22857,1,12,F,Cherokee,NC,28719,0
30,1229,27054,68,14,7,9.0,N,N,2.1,5,1,2.1,1,12,M,North Wilkesboro,NC,28659,2
31,1027,22313,55,10,5,6.0,N,Y,3.64,0,0,3.57143,0,11,M,Morganton,NC,28655,0
32,10574,13760,5,14,9,8.0,Y,Y,3.3,0,6,2.90833,0,11,M,Elkin,NC,28621,1
33,15940,29206,57,21,5,8.0,N,N,3.95833,0,0,3.91667,0,11,F,Morganton,NC,28655,0
34,7837,4119,1,22,5,7.0,N,N,2.29545,21,5,0.66667,9,11,M,Vilas,NC,28692,0
35,11232,4392,15,1,5,6.0,N,N,2.16667,2,3,2.16667,1,12,F,Thurmond,NC,28683,0
36,15356,29366,23,17,5,9.0,N,N,0.0,57,0,,0,12,M,Forest City ,NC,28043,0
37,5442,18606,24,12,5,9.0,N,N,3.2125,2,7,2.13333,0,12,M,Rutherfordton,NC,28139,0
38,8556,20292,69,2,5,6.0,N,N,0.95909,3,4,0.60909,6,12,M,Jefferson,NC,28640,0
39,11093,2554,12,17,5,11.0,N,N,0.0,0,0,,0,12,M,Forest City,NC,28043,0
40,4043,28291,44,23,5,8.0,N,N,2.94,7,6,1.86667,0,11,M,Boone,NC,28607,0
41,11693,22605,43,13,5,7.0,N,N,3.94444,0,9,3.91667,0,12,F,Robbinsville,NC,28771,0
42,6614,20778,18,1,5,7.0,N,N,3.83333,0,2,3.83333,0,12,M,Purlear,NC,28665,0
43,9528,13999,8,1,4,8.0,N,N,1.61667,7,2,1.61667,1,12,F,Elkin,NC,28621,0
44,8900,6356,8,1,9,7.0,N,N,2.68571,2,0,1.54167,2,11,F,Roaring River,NC,28669,1
45,5504,8090,25,4,9,6.0,N,N,2.0125,2,0,2.0125,1,12,M,Burnsville,NC,28714,1
46,16823,26766,45,14,7,9.0,N,N,2.175,51,2,2.175,0,12,M,North Wilkesboro,NC,28659,2
47,14224,5469,43,13,5,7.0,N,N,1.49444,6,5,0.90833,7,12,M,Robbinsville,NC,28771,0
48,1134,21713,55,10,5,6.0,N,N,4.0,0,0,,0,11,F,Morganton,NC,28655,0
49,3262,21950,52,17,5,8.0,N,N,0.0,0,0,,0,12,F,Bostic,NC,28018,0
50,11715,25062,3,12,5,8.0,N,N,,0,0,,0,11,F,Forest City,NC,28043,0
51,5424,10056,7,9,5,7.0,N,N,3.87895,4,9,3.79091,0,12,F,Forest City,NC,28043,0
52,12833,23868,49,10,5,6.0,N,Y,3.45455,0,0,3.25,0,11,F,Valdese,NC,28690,0
53,6672,29192,55,10,2,7.0,N,N,1.62069,0,0,1.0625,4,12,M,Morganton,NC,28655,0
54,14140,25417,74,3,5,6.0,N,N,3.95333,0,5,4.0,0,12,F,Whittier,NC,28789,0
55,9037,3026,18,1,5,6.0,N,Y,3.76667,2,10,3.76667,0,12,M,Boomer,NC,28606,0
56,11662,21856,17,19,5,6.0,N,N,3.68333,2,2,3.475,0,12,F,Marshall,NC,28753,0
57,10534,3107,7,9,5,7.0,N,N,,0,0,,0,11,M,Rutherfordton,NC,28139,0
58,14134,29316,20,17,5,8.0,N,N,0.0,5,0,,0,12,F,Forest City,NC,28043,0
59,9121,19891,51,10,1,7.0,N,N,4.0,0,0,4.0,0,11,F,Connelly Springs,NC,28612,0
60,16916,24668,53,9,5,7.0,N,N,3.35909,0,0,3.2,0,12,M,Rutherfordton,NC,28139,0
61,12205,29378,35,17,5,12.0,N,N,0.0,1,0,,0,12,M,Rutherfordton,NC,28139,0
62,10277,27542,11,1,5,7.0,N,N,2.73333,2,0,2.73333,0,12,M,Wilkesboro,NC,28697,0
63,10868,27117,36,10,5,7.0,N,Y,2.83333,10,0,2.5,0,11,M,Morganton,NC,28655,0
64,1330,23867,65,5,9,6.0,N,N,3.76,2,10,3.7,0,12,F,Ennice,NC,28623,1
65,11982,17076,23,17,5,10.0,N,N,0.0,5,1,,0,12,F,Rutherfordton,NC,28139,0
66,3338,3257,17,19,5,6.0,N,N,3.15833,12,1,2.61667,0,12,M,Marshall,NC,28753,0
67,13067,9876,49,10,5,7.0,N,N,1.89286,0,0,1.0,9,11,F,Valdese,NC,28690,0
68,9714,9945,43,13,5,7.0,N,N,2.69444,0,4,2.15,2,12,M,Robbinsville,NC,28771,0
69,8874,20731,18,1,9,8.0,Y,Y,0.725,8,4,0.725,6,12,M,North Wilkesboro,NC,28659,1
70,11167,22806,16,10,5,8.0,N,N,3.30541,1,0,3.525,0,12,F,Morganton,NC,28655,0
71,9904,25269,62,12,5,9.0,N,N,0.0,0,0,0.0,1,12,M,Rutherfordton,NC,28139,0
72,6577,24811,71,21,2,9.0,N,N,3.4,2,23,2.78333,0,12,F,Morganton,NC,28655,0
73,1077,2818,35,17,6,11.0,N,N,0.0,0,0,,0,12,F,Spindale,NC,28160,0
74,5395,25136,46,14,5,8.0,N,N,1.78929,5,3,0.475,9,11,F,Hays,NC,28635,2
75,14566,6565,51,10,1,6.0,N,N,3.83333,0,3,3.75,0,12,M,Connelly Springs,NC,28612,0
76,3755,2083,12,17,5,11.0,N,N,0.0,0,0,,0,12,M,Bostic,NC,28018,0
77,10874,20809,4,14,7,9.0,N,N,2.38333,5,46,2.38333,1,12,F,North Wilkesboro,NC,28659,2
78,12512,22310,12,17,2,10.0,N,N,0.0,0,2,,0,12,F,Forest City,NC,28043,0
79,14809,25266,11,1,5,7.0,N,N,3.9,2,6,3.9,0,12,F,Moravian Falls,NC,28654,0
80,2671,3216,74,3,5,8.0,N,N,1.70588,0,9,1.6,5,12,M,Bryson City,NC,28713,0
81,5626,19206,30,2,5,6.0,N,N,1.9087,3,2,1.3,4,12,M,Jefferson,NC,28640,0
82,10813,23638,8,1,5,6.0,N,N,2.95,1,0,2.95,0,12,M,State Road,NC,28676,0
83,3420,28383,68,14,7,9.0,N,N,0.0,3,4,0.0,0,12,M,Wilkesboro,NC,28697,2
84,8696,28993,47,20,5,8.0,N,N,3.25417,9,6,2.64167,2,11,M,Sylva,NC,28779,0
85,4310,5500,15,1,5,8.0,N,N,3.64167,0,2,3.64167,0,12,F,North Wilkesboro,NC,28659,0
86,14669,20783,11,1,5,6.0,N,N,3.98929,2,2,3.975,0,11,F,Wilkesboro,NC,28697,0
87,5264,27149,17,19,5,6.0,N,N,3.79667,2,4,3.71111,0,11,F,Mars Hill,NC,28754,0
88,1352,17317,76,15,5,8.0,N,N,,3,20,,0,11,F,Jefferson,NC,28640,0
89,4640,8465,67,2,5,7.0,N,N,3.375,1,0,3.44167,0,12,F,West Jefferson,NC,28694,0
90,6229,3714,23,17,5,12.0,N,N,0.0,1,0,,0,12,M,Mooresboro,NC,28114,0
91,2043,6413,17,19,5,6.0,N,N,3.71579,9,1,3.65,0,12,M,Hot Springs,NC,28743,0
92,9468,18414,22,9,5,6.0,N,N,0.0,2,1,0.0,22,11,M,Forest City,NC,28043,0
93,15108,16484,13,23,5,9.0,N,N,,37,20,,0,12,M,Lenoir,NC,28645,0
94,8688,19533,22,9,5,8.0,N,N,2.22273,26,0,1.59091,3,12,M,Ellenboro,NC,28040,0
95,10977,22394,11,1,5,8.0,N,N,3.21667,4,4,3.21667,0,12,M,Moravian Falls,NC,28654,0
96,13589,3243,8,1,9,6.0,Y,N,3.61667,1,0,3.61667,0,12,F,Elkin,NC,28621,1
97,2974,2460,55,10,5,6.0,N,N,3.47368,1,0,3.27273,0,11,F,Morganton,NC,28655,0
98,4937,12765,7,9,5,7.0,N,N,3.75,0,0,3.75,0,11,M,Rutherfordton,NC,28139,0
99,10140,17477,9,5,5,7.0,N,N,3.91739,3,5,3.82727,0,12,F,Sparta,NC,28675,0
100,5793,26838,11,1,4,6.0,N,N,2.29643,3,1,1.05,5,11,F,North Wilkesboro,NC,28659,0
101,11129,28432,22,9,5,7.0,N,N,,0,0,,0,11,M,Ellenboro,NC,28040,0
102,13790,11139,53,9,5,6.0,N,N,1.88333,15,3,1.80714,6,12,F,Ellenboro,NC,28040,0
103,6895,2130,16,10,5,7.0,N,N,4.0,0,2,4.0,0,11,F,Morganton,NC,28655,0
104,1365,27790,2,14,2,8.0,N,N,3.76071,2,10,3.525,0,11,F,Wilkesboro,NC,28697,2
105,4210,9257,23,17,5,10.0,N,N,0.0,0,2,,0,12,F,Forest City,NC,28043,0
106,2195,26789,40,21,4,9.0,N,N,1.8375,58,32,1.47,6,12,M,Morganton,NC,28655,0
107,6924,17629,35,17,5,12.0,N,N,0.0,2,2,,0,12,F,Spindale,NC,28160,0
108,15483,23504,51,10,5,7.0,N,N,3.20833,3,0,3.07692,0,12,F,Connelly Springs,NC,28612,0
109,15699,18752,12,17,5,11.0,N,N,0.0,0,1,,0,12,F,Ellenboro,NC,28040,0
110,14273,4847,50,8,5,9.0,N,N,2.0,64,45,,5,12,M,Sparta,NC,28675,2
111,7340,21669,51,10,5,7.0,N,N,2.58333,9,0,2.25,2,12,M,Connelly Springs,NC,28612,0
112,1348,19358,56,5,7,6.0,N,N,4.0,3,5,4.0,0,11,F,Sparta,NC,28675,0
113,16866,11790,18,1,5,8.0,N,N,2.125,8,7,2.125,2,12,F,Wilkesboro,NC,28697,0
114,3535,19364,11,1,5,8.0,N,N,0.55556,7,4,0.55556,5,12,F,North Wilkesboro,NC,28659,0
115,2253,24066,35,17,5,12.0,N,N,0.0,6,0,,0,12,F,Spindale,NC,28160,0
116,14266,22611,46,14,5,8.0,N,N,3.68214,1,0,3.30833,0,11,F,North Wilkesboro,NC,28659,2
117,14165,19650,34,21,2,8.0,N,Y,3.35714,0,0,3.2,0,11,F,Morganton,NC,28655,0
118,6171,3285,30,2,9,6.0,N,N,3.4,4,0,3.85,0,12,M,Jefferson,NC,28640,1
119,15227,694,9,5,5,6.0,N,N,3.09565,5,0,2.49167,0,12,M,Ennice,NC,28623,0
120,12590,14753,8,1,5,7.0,N,N,3.61667,4,1,3.61667,0,12,M,Roaring River,NC,28669,0
121,13595,14949,67,2,9,7.0,N,N,3.89333,5,0,3.82222,0,12,F,Jefferson,NC,28640,1
122,2982,8400,55,10,5,6.0,N,N,3.08,3,10,2.83333,1,11,M,Morganton,NC,28655,0
123,3632,139,38,13,5,6.0,N,N,2.29048,0,0,1.75833,3,12,M,Robbinsville,NC,28771,0
124,9271,26392,53,9,5,6.0,N,N,3.41538,0,1,3.38571,1,12,F,Forest City,NC,28043,0
125,7907,26056,20,17,5,8.0,N,N,0.0,1,2,,0,12,F,Mooresboro,NC,28114,0
126,2083,19481,76,15,5,8.0,N,Y,,4,7,,0,11,F,Laurel Springs,NC,28644,0
127,8451,23828,20,17,5,7.0,N,N,0.0,1,1,,0,12,F,Forest City,NC,28043,0
128,12343,7204,9,5,5,6.0,N,N,3.6,4,4,3.42727,0,12,F,Sparta,NC,28675,0
129,5413,19062,51,10,5,7.0,N,N,3.45833,0,0,3.25,0,11,F,Morganton,NC,28655,0
130,7718,21976,16,10,9,6.0,N,N,3.70968,0,0,3.5,0,11,F,Morganton,NC,28655,1
131,6346,18181,50,8,5,9.0,N,N,3.6375,49,27,3.66667,0,12,M,Ennice,NC,28623,2
132,538,22713,35,17,5,11.0,N,N,0.0,0,4,,0,12,M,Forest City,NC,28043,0
133,2840,7066,47,20,5,8.0,N,N,3.5875,4,1,3.39167,0,11,M,Bryson City,NC,28713,0
134,15353,6263,27,22,9,6.0,N,N,3.78333,1,5,3.62857,0,12,F,Sugar Grove,NC,28679,1
135,3603,12654,35,17,5,11.0,N,N,0.0,20,0,,0,12,M,Rutherfordton,NC,28139,0
136,1379,23727,15,1,5,7.0,N,N,3.41429,3,0,3.0,0,11,M,Elkin,NC,28621,0
137,2651,25160,75,4,5,7.0,N,N,3.66667,2,6,3.66667,0,12,F,Burnsville,NC,28714,0
138,10031,28610,55,10,5,7.0,N,N,3.24,11,5,2.76923,0,12,F,Morganton,NC,28655,0
139,9452,16383,18,1,5,8.0,Y,N,1.9,3,3,1.9,1,12,F,North Wilkesboro,NC,28659,0
140,583,24612,11,1,5,7.0,N,N,0.0,2,0,0.0,4,12,M,North Wilkesboro,NC,28659,0
141,1871,26326,40,21,5,9.0,N,N,3.23125,29,8,3.5,2,12,F,Morganton,NC,28655,0
142,8146,5094,2,14,5,8.0,N,N,3.92857,4,7,3.85833,0,11,M,North Wilkesboro,NC,28659,2
143,7022,18111,55,10,1,7.0,N,N,3.42857,1,0,4.0,0,12,M,Morganton,NC,28655,0
144,12695,26292,8,1,5,7.0,N,N,3.56667,1,3,3.56667,0,12,M,Elkin,NC,28621,0
145,5539,8342,23,17,5,12.0,N,N,0.0,10,0,,0,12,F,Spindale,NC,28160,0
146,2084,29055,40,21,5,9.0,N,N,3.225,17,7,3.45,1,12,F,Glen Alpine,NC,28628,0
147,12138,22127,26,14,7,9.0,Y,N,1.10833,4,2,1.10833,7,12,F,North Wilkesboro,NC,28659,2
148,6683,8780,55,10,5,6.0,N,N,3.80769,5,4,3.66667,0,11,F,Morganton,NC,28655,0
149,12599,23729,35,17,5,10.0,N,N,0.0,0,0,,0,12,M,Rutherfordton,NC,28139,0
150,4009,7005,72,16,5,9.0,N,N,3.8625,28,34,3.74,0,12,F,Marshall,NC,28753,0
151,11305,12883,77,2,5,6.0,N,N,3.3,5,6,3.775,0,12,F,Warrensville,NC,28693,0
152,11322,26852,40,21,2,9.0,N,N,3.9375,22,6,3.875,0,12,F,Morganton,NC,28655,0
153,13770,17135,12,17,2,10.0,N,N,0.0,2,0,,0,12,M,Forest City,NC,28043,0
154,16910,25569,65,5,5,6.0,N,N,3.69,0,1,3.62667,0,12,F,Ennice,NC,28623,0
155,14720,14248,43,13,5,8.0,N,N,3.67222,8,1,3.625,0,12,F,Robbinsville,NC,28771,0
156,6414,13929,13,23,5,9.0,N,N,,8,0,,0,12,M,Boone,NC,28607,0
157,11622,21825,50,8,9,9.0,N,N,3.04583,15,10,2.7,0,12,F,Ennice,NC,28623,2
158,9411,17691,51,10,5,6.0,N,Y,2.375,0,0,2.08333,0,11,M,Connelly Springs,NC,28612,0
159,10973,18561,17,19,5,7.0,N,Y,2.77667,4,1,2.55556,2,11,M,Marshall,NC,28753,0
160,10013,22435,12,17,4,12.0,N,N,0.0,5,1,,0,12,M,Ellenboro,NC,28040,0
161,10046,24703,73,21,5,8.0,N,N,4.0,4,0,4.0,0,11,F,Connelly Springs,NC,28612,0
162,4666,19549,40,21,5,9.0,N,N,2.31875,21,62,1.675,4,12,F,Morganton,NC,28655,0
163,13939,5963,65,5,5,7.0,N,N,3.45238,4,8,3.31875,0,12,M,Glade Valley,NC,28627,0
164,9298,11759,77,2,5,6.0,N,N,2.12273,16,5,1.58333,4,12,F,West Jefferson,NC,28694,0
165,5197,6884,50,8,5,9.0,N,N,3.72917,3,13,3.71111,0,12,M,Glade Valley,NC,28627,2
166,15288,11636,25,4,5,6.0,N,N,2.46667,16,0,2.46667,0,12,M,Burnsville,NC,28714,0
167,12628,18312,45,14,7,9.0,N,N,0.0,15,35,0.0,4,12,F,North Wilkesboro,NC,28659,2
168,10083,16555,15,1,5,8.0,N,N,3.41111,0,12,3.41111,0,12,F,Traphill,NC,28685,0
169,8668,9030,15,1,5,6.0,N,N,0.88333,5,5,0.88333,2,12,M,Hays,NC,28635,0
170,8079,19658,35,17,5,9.0,N,N,0.0,5,0,,0,12,F,Spindale,NC,28160,0
171,17179,22993,76,15,5,8.0,N,N,,0,7,,0,11,F,Lansing,NC,28643,0
172,7047,6445,52,17,9,8.0,N,N,0.0,0,0,,0,12,M,Forest City,NC,28043,1
173,6148,17379,35,17,5,10.0,N,N,0.0,0,4,,0,12,F,Rutherfordton,NC,28139,0
174,12553,26831,7,9,5,6.0,N,N,4.0,0,0,4.0,0,11,M,Rutherfordton,NC,28139,0
175,12360,877,47,20,5,8.0,N,N,4.0,1,1,4.0,0,11,F,Bryson City,NC,28713,0
176,6890,28879,24,12,5,9.0,N,N,3.59167,3,4,3.4,0,12,F,Rutherfordton,NC,28139,0
177,9679,25088,11,1,2,6.0,N,N,1.0,1,1,1.0,3,12,M,Wilkesboro,NC,28697,0
178,5260,3948,15,1,5,6.0,N,N,3.28333,1,0,3.28333,0,12,F,North Wilkesboro,NC,28659,0
179,303,27417,22,9,5,8.0,N,N,3.13478,1,5,2.8,0,12,F,Bostic,NC,28018,0
180,5607,13694,53,9,5,7.0,N,N,,0,0,,0,11,F,Mooresboro,NC,28114,0
181,3998,10151,34,21,5,8.0,N,N,3.38235,1,1,2.64286,1,11,M,Morganton,NC,28655,0
182,10925,4443,31,16,5,8.0,N,N,3.95833,2,1,3.94167,0,11,F,Mars Hill,NC,28754,0
183,11425,13000,53,9,5,7.0,N,N,2.42609,8,6,1.6,4,12,F,Mooresboro,NC,28114,0
184,5284,23045,49,10,5,6.0,N,N,3.42857,0,0,3.23077,0,11,F,Valdese,NC,28690,0
185,96,20755,31,16,5,8.0,N,N,1.48947,5,3,1.14444,9,11,M,Marshall,NC,28753,0
186,1893,19273,22,9,5,7.0,N,N,3.91667,4,0,3.91667,0,11,F,Ellenboro,NC,28040,0
187,2138,13817,51,10,5,6.0,N,N,3.91667,0,0,3.91667,0,11,F,Connelly Springs,NC,28612,0
188,12981,20196,39,21,1,8.0,N,Y,3.17391,0,0,3.16667,0,11,M,Glen Alpine,NC,28628,0
189,5621,21973,28,14,5,8.0,N,N,2.58214,1,2,2.15,1,11,M,Wilkesboro,NC,28697,2
190,16477,1269,12,17,9,10.0,N,N,0.0,0,0,,0,12,F,Forest City,NC,28043,1
191,11422,28757,41,15,5,9.0,N,N,0.0,0,0,,0,12,M,Crumpler,NC,28617,0
192,11336,4941,67,2,5,7.0,N,N,2.42857,1,11,2.42857,1,11,M,Warrensville,NC,28693,0
193,16192,27087,55,10,5,8.0,N,Y,2.62069,3,0,2.91667,0,12,M,Morganton,NC,28655,0
194,16295,7454,61,21,5,9.0,N,N,3.76471,21,2,4.0,0,12,M,Connelly,NC,28612,0
195,1195,24697,69,2,4,6.0,N,N,2.72727,0,1,3.35455,0,12,F,Fleetwood,NC,28626,0
196,17232,21243,11,1,5,7.0,N,N,4.0,0,0,4.0,0,11,F,Moravian Falls,NC,28654,0
197,16733,28302,74,3,5,6.0,N,N,2.45,4,11,2.45,0,11,M,Bryson City,NC,28713,0
198,2074,9755,6,12,5,8.0,N,N,,0,0,,0,11,M,Rutherfordton,NC,28139,0
199,7710,12975,47,20,7,8.0,N,N,3.0,1,0,2.36667,2,11,M,Cherokee,NC,28789,0
200,14111,26784,67,2,5,7.0,N,N,4.0,3,6,4.0,0,11,F,Warrensville,NC,28693,0
201,9446,28267,58,7,5,7.0,N,N,3.78182,6,0,3.73333,0,11,M,Brasstown,NC,28902,0
202,11028,5751,9,5,5,8.0,N,N,3.45517,1,7,3.35556,0,12,F,Sparta,NC,28675,0
203,14639,15277,54,11,5,8.0,N,N,3.85,2,6,3.86667,0,11,F,Robbinsville,NC,28771,0
204,12997,3202,35,17,4,10.0,N,N,0.0,1,0,,0,12,F,Spindale,NC,28160,0
205,9303,26638,18,1,5,7.0,N,N,3.01786,2,6,2.34167,1,11,F,Wilkesboro,NC,28697,0
206,11763,26901,10,17,9,6.0,N,N,0.0,0,1,,0,12,F,Rutherfordton,NC,28139,1
207,10850,15265,18,1,5,6.0,N,Y,2.78333,0,1,2.78333,0,12,M,Purlear,NC,28665,0
208,296,25049,15,1,5,7.0,N,N,2.21667,3,1,2.21667,0,12,M,Hays,NC,28635,0
209,2785,7864,24,12,5,9.0,N,N,2.06667,2,3,0.56667,2,12,M,Union Mills,NC,28167,0
210,1471,11094,74,3,7,6.0,N,N,1.74,6,6,1.18571,3,12,M,Cherokee,NC,28719,0
211,12593,3725,57,21,5,8.0,N,N,3.58333,0,0,3.41667,0,11,F,Morganton,NC,28655,0
212,6004,24899,39,21,5,8.0,N,N,3.5,0,3,3.25,0,11,M,Morganton,NC,28655,0
213,6096,19015,73,21,5,8.0,N,N,3.45833,0,0,3.16667,0,11,M,Valdese,NC,28690,0
214,2277,26970,69,2,5,6.0,N,N,1.24091,2,2,1.18182,1,12,M,Fleetwood,NC,28626,0
215,15153,24215,13,23,5,9.0,N,N,,15,24,,0,12,F,Blowing Rock,NC,28605,0
216,8808,14145,6,12,5,8.0,N,N,,0,0,,0,11,M,Union Mills,NC,28167,0
217,12869,24641,51,10,5,7.0,N,N,3.625,0,3,3.58333,0,11,M,Connelly Springs,NC,28612,0
218,7360,20615,52,17,2,6.0,N,N,0.0,0,0,,0,12,F,Forest City,NC,28043,0
219,6147,16761,13,23,5,9.0,N,N,,11,22,,0,12,F,Boone,NC,28607,0
220,5184,28349,45,14,7,9.0,N,N,3.0375,11,13,3.0375,0,12,M,North Wilkesboro,NC,28659,2
221,2101,11903,52,17,5,6.0,N,N,0.0,0,0,,0,12,F,Bostic,NC,28018,0
222,16176,25248,22,9,5,6.0,N,N,3.8,0,2,4.0,0,12,M,Bostic,NC,28018,0
223,762,25084,16,10,5,7.0,N,N,3.12903,0,0,2.8125,0,11,F,Morganton,NC,28655,0
224,16084,22429,74,3,5,6.0,N,N,1.875,4,6,1.875,1,11,F,Bryson City,NC,28713,0
225,6479,27092,74,3,4,6.0,N,N,2.12667,0,6,1.2,4,12,M,Whittier,NC,28789,0
226,7090,25504,52,17,9,6.0,N,N,0.0,0,0,,0,12,F,Forest City,NC,28043,1
227,10078,15289,12,17,5,10.0,N,N,0.0,0,0,,0,12,M,Bostic,NC,28018,0
228,1084,13962,23,17,5,9.0,N,N,0.0,2,1,,0,12,M,Cliffside,NC,28024,0
229,14184,16994,51,10,5,7.0,N,N,3.95833,0,0,3.91667,0,11,F,Connelly Springs,NC,28612,0
230,13748,11504,15,1,5,8.0,N,N,,4,2,,0,12,M,Hays,NC,28635,0
231,2944,16401,45,14,7,9.0,N,N,4.0,0,21,4.0,0,12,F,Mc Grady,NC,28649,2
232,9629,1268,5,14,2,8.0,N,N,3.84286,1,1,3.775,0,11,M,Roaring River,NC,28669,2
233,4905,27282,65,5,9,7.0,Y,N,1.76818,15,2,1.55,4,11,M,Ennice,NC,28623,1
234,15964,4008,11,1,5,6.0,N,Y,1.95,5,6,1.95,1,12,M,North Wilkesboro,NC,28659,0
235,12801,14747,51,10,5,7.0,N,Y,3.08333,1,0,2.83333,0,12,M,Connelly Springs,NC,28612,0
236,13383,25588,72,16,5,9.0,N,N,2.0375,41,63,1.71667,7,12,F,Marshall,NC,28753,0
237,6118,20194,64,22,5,6.0,N,N,2.97857,4,5,2.52857,0,12,F,Boone,NC,28607,0
238,17088,23115,53,9,5,7.0,N,N,2.11739,6,4,2.25714,5,12,F,Forest City,NC,28043,0
239,10397,15199,23,17,5,10.0,N,N,0.0,0,0,,0,12,F,Ellenboro,NC,28040,0
240,556,24924,24,12,5,9.0,N,N,1.54,1,3,0.0,3,12,F,Rutherfordton,NC,28139,0
241,1810,23247,11,1,9,6.0,N,N,3.07143,0,1,2.46667,0,11,M,North Wilkesboro,NC,28659,1
242,15985,21385,43,13,5,7.0,N,N,3.81667,3,1,3.725,0,12,M,Robbinsville,NC,28771,0
243,16291,21166,31,16,5,8.0,N,N,3.84167,8,0,3.73333,0,11,F,Marshall,NC,28753,0
244,12665,17484,25,4,1,7.0,N,N,0.0,0,0,0.0,2,12,M,,,,0
245,14769,25927,51,10,5,6.0,N,N,3.70833,0,0,3.5,0,11,F,Hickory,NC,28602,0
246,11613,17044,8,1,5,7.0,N,N,4.0,0,1,4.0,0,12,M,Ronda,NC,28670,0
247,8601,2751,35,17,5,11.0,N,N,0.0,6,0,,0,12,F,Rutherfordton,NC,28139,0
248,7546,26981,18,1,9,7.0,N,N,3.28571,4,1,2.63333,2,11,F,North Wilkesboro,NC,28659,1
249,9400,22273,49,10,5,6.0,N,N,3.28571,4,0,2.84615,0,12,M,Valdese,NC,28690,0
250,1911,26508,15,1,5,7.0,N,N,3.7125,0,1,3.7125,0,12,F,Hays,NC,28635,0
251,17236,25192,76,15,5,8.0,N,N,,0,1,,0,11,M,Lansing,NC,28643,0
252,5518,15506,40,21,9,9.0,N,N,3.6,1,0,,0,12,M,Morganton,NC,28655,1
253,8,22531,7,9,5,8.0,N,N,3.62917,4,1,3.67143,0,12,F,Rutherfordton,NC,28139,0
254,12099,9519,15,1,5,6.0,N,N,3.83333,2,3,3.83333,0,12,F,North Wilkesboro,NC,28659,0
255,13309,28150,7,9,5,6.0,N,N,2.335,5,3,2.41,2,12,M,Rutherfordton,NC,28139,0
