student_id_new,acct_id_new,person_detail_id_new,school_id_new,lea_id_new,race_id,grade,lep_enrolled,iep_enrolled,cum_gpa,absence_count_unexcused,absence_count_excused,core_gpa,num_f,academic_year_id,gender,city,state,zip,ethnicity
836,10816,21659,55,10,5,7.0,N,N,3.54167,0,0,3.16667,0,11,M,Morganton,NC,28655,0
837,16146,4092,23,17,5,12.0,N,N,0.0,5,3,,0,12,F,Forest City,NC,28043,0
838,15667,17520,49,10,9,7.0,N,N,3.83333,4,4,3.66667,0,11,F,Valdese,NC,28690,1
839,5402,11252,52,17,5,8.0,N,N,0.0,0,0,,0,12,M,Forest City,NC,28043,0
840,3638,12289,15,1,5,7.0,N,N,2.975,6,7,2.14167,1,11,M,Hays,NC,28635,0
841,15583,25101,7,9,5,7.0,N,N,2.68261,2,1,2.39167,1,12,F,Spindale,NC,28160,0
842,14554,8778,75,4,9,7.0,N,N,2.60833,2,0,2.60833,0,12,F,Burnsville,NC,28714,1
843,5667,6935,46,14,5,8.0,N,N,3.08571,2,1,2.425,0,11,F,North Wilkesboro,NC,28659,2
844,12202,7002,15,1,5,6.0,N,N,3.95,1,3,3.95,0,12,F,North Wilkesboro,NC,28659,0
845,8924,23072,7,9,5,6.0,N,N,3.83333,1,1,3.83333,0,11,F,Spindale,NC,28160,0
846,12955,20127,11,1,5,6.0,N,N,3.26667,5,1,3.26667,0,12,M,Wilkesboro,NC,28697,0
847,9925,8134,23,17,5,10.0,N,N,0.0,1,2,,0,12,F,Forest City,NC,28043,0
848,13304,25142,9,5,5,8.0,N,N,2.41724,12,4,2.1,3,12,F,Sparta,NC,28675,0
849,3126,11618,51,10,5,7.0,N,N,4.0,0,0,4.0,0,11,F,Connelly Springs,NC,28612,0
850,16211,22296,51,10,1,6.0,N,N,3.66667,1,0,3.61538,0,11,M,Connelly Springs,NC,28612,0
851,10438,466,51,10,9,6.0,N,N,3.5,5,0,3.46154,0,12,M,Icard,NC,28666,1
852,3134,11685,34,21,5,8.0,N,N,2.75,0,0,2.0,3,11,M,Morganton,NC,28655,0
853,8758,23501,58,7,5,7.0,N,N,1.92593,8,0,1.52143,3,12,M,Brasstown,NC,28902,0
854,17319,19982,49,10,9,6.0,N,N,3.53571,3,2,3.30769,0,12,F,Valdese,NC,28690,1
855,880,8362,45,14,7,9.0,N,N,2.175,30,1,2.175,1,12,M,Hays,NC,28635,2
856,4339,29282,30,2,5,6.0,N,N,3.3087,4,1,3.73333,0,12,M,West Jefferson,NC,28694,0
857,10124,20837,22,9,4,6.0,N,N,1.30769,0,0,1.30769,11,11,M,Forest City,NC,28043,0
858,3741,26588,6,12,5,8.0,N,N,,0,0,,0,11,M,Spindale,NC,28160,0
859,9132,9751,68,14,7,9.0,N,N,1.375,31,16,1.375,3,12,M,Moravian Falls,NC,28654,2
860,14226,25338,17,19,4,6.0,N,N,3.31667,14,1,2.83333,1,12,M,Marshall,NC,28753,0
861,65,12243,35,17,5,10.0,N,N,0.0,1,0,,0,12,M,Bostic,NC,28018,0
862,15167,14859,34,21,4,8.0,N,N,3.5625,2,0,3.25,0,11,M,Morganton,NC,28655,0
863,7063,7548,22,9,5,7.0,N,N,3.07143,1,1,2.4,2,11,M,Forest City,NC,28043,0
864,12407,10006,65,5,5,6.0,N,N,2.26111,3,3,2.26111,0,11,F,Ennice,NC,28623,0
865,13333,22153,49,10,5,7.0,N,N,3.41667,0,0,3.53846,0,11,M,Connelly Springs,NC,28612,0
866,8341,16650,47,20,5,8.0,N,Y,3.57083,6,7,3.39167,0,11,M,Bryson City,NC,28713,0
867,9723,8781,60,21,5,9.0,N,N,2.68125,36,0,2.825,1,12,M,Hickory,NC,28602,0
868,6723,15653,60,21,1,9.0,N,N,3.6875,8,14,3.5375,0,12,F,Connelly Springs,NC,28612,0
869,10150,15217,10,17,5,6.0,N,N,0.0,0,1,,0,12,F,Spindale,NC,28160,0
870,888,3366,49,10,5,8.0,N,N,3.33333,6,2,3.07692,0,12,F,Valdese,NC,28690,0
871,13856,2262,77,2,5,6.0,N,N,3.06818,16,0,3.375,0,12,F,Creston,NC,28615,0
872,3825,18442,38,13,5,6.0,N,N,3.80952,5,3,4.0,0,12,F,Robbinsville,NC,28771,0
873,14510,16052,51,10,5,7.0,N,N,3.25,1,8,3.0,0,12,M,Hickory,NC,28602,0
874,47,18557,34,21,5,8.0,N,N,3.1875,2,7,2.5,0,11,M,Morganton,NC,28655,0
875,8211,27878,11,1,2,6.0,N,N,3.87143,5,5,3.7,0,11,F,North Wilkesboro,NC,28659,0
876,12554,10929,60,21,5,9.0,N,N,3.73125,6,1,3.45,0,12,F,Connelly Springs,NC,28612,0
877,3289,15489,52,17,2,6.0,N,N,0.0,0,0,,0,12,M,Forest City,NC,28043,0
878,4614,1332,25,4,5,7.0,N,N,3.875,4,2,3.875,0,12,M,Burnsville,NC,28714,0
879,12359,15425,49,10,5,7.0,N,N,2.89286,5,2,2.38462,0,12,F,Valdese,NC,28690,0
880,7430,1357,13,23,5,9.0,N,N,,25,15,,0,12,M,Banner Elk ,NC,28604,0
881,12226,15031,22,9,2,7.0,N,N,3.23077,0,0,3.23077,0,11,F,Forest City,NC,28043,0
882,5419,9939,47,20,5,8.0,N,N,3.08333,0,4,2.58333,0,11,F,Bryson City,NC,28713,0
883,12786,5559,74,3,7,7.0,N,N,3.4,0,4,3.08571,0,12,M,Cherokee,NC,28719,0
884,7156,25182,9,5,5,6.0,N,N,2.72609,9,18,2.28182,2,12,M,Sparta,NC,28675,0
885,1012,18444,50,8,2,9.0,N,N,2.48333,43,4,1.95333,4,12,M,Sparta,NC,28675,2
886,3364,26434,50,8,5,9.0,N,N,3.39167,12,14,3.14444,0,12,F,Laurel Springs,NC,28644,2
887,7514,13876,62,12,5,9.0,N,N,1.22222,14,1,0.75,4,12,M,Henrietta,NC,28076,0
888,4358,15660,11,1,5,8.0,N,N,4.0,0,1,4.0,0,12,F,North Wilkesboro,NC,28659,0
889,2935,16770,75,4,1,7.0,N,N,3.91667,1,0,3.91667,0,12,F,Green Mountain,NC,28740,0
890,5699,20189,43,13,5,7.0,N,N,3.03889,10,10,2.89167,0,12,M,Robbinsville,NC,28771,0
891,14085,16422,6,12,5,8.0,N,N,,0,0,,0,11,M,Union Mills,NC,28167,0
892,4004,24451,15,1,4,6.0,N,N,3.09286,2,2,2.33333,1,11,F,Hays,NC,28635,0
893,3293,8812,8,1,5,7.0,N,N,3.85714,0,2,3.66667,0,11,F,Elkin,NC,28621,0
894,8790,28733,23,17,5,9.0,N,N,0.0,23,9,,0,12,M,Henrietta,NC,28076,0
895,2056,20244,76,15,5,8.0,N,N,,2,6,,0,11,F,Todd,NC,28684,0
896,2229,22114,7,9,5,6.0,N,N,0.0,0,0,,0,12,F,Rutherfordton,NC,28139,0
897,8909,13812,38,13,5,6.0,N,N,2.77778,11,0,2.77778,4,11,F,Robbinsville,NC,28771,0
898,12741,24956,55,10,4,7.0,N,N,2.96154,0,0,2.35714,0,11,F,Morganton,NC,28655,0
899,6233,25097,8,1,5,8.0,N,N,3.66667,1,1,3.66667,0,12,F,State Road,NC,28676,0
900,4615,25023,15,1,5,6.0,N,N,4.0,4,3,4.0,0,12,F,North Wilkesboro,NC,28659,0
901,8686,10478,7,9,5,7.0,N,N,,0,0,,0,11,F,Spindale,NC,28160,0
902,7970,13672,22,9,5,7.0,N,N,3.74167,7,4,3.85455,0,12,F,Ellenboro,NC,28040,0
903,14608,16097,12,17,5,11.0,N,N,0.0,0,2,,0,12,M,Forest City,NC,28043,0
904,6900,27415,27,22,9,6.0,N,N,3.82727,4,6,3.91429,0,12,F,Sugar Grove,NC,28679,1
905,17119,8784,11,1,9,6.0,Y,N,0.71667,3,0,0.71667,3,12,M,Wilkesboro,NC,28697,1
906,2044,24707,66,12,5,9.0,N,N,0.0,0,0,,2,12,F,Forest City ,NC,28043,0
907,1985,9612,7,9,5,7.0,N,N,2.94444,5,13,2.43,0,12,F,Marion,NC,28752,0
908,11821,8168,11,1,5,6.0,N,N,3.23333,8,8,3.23333,0,12,F,Ferguson,NC,28624,0
909,13603,26203,74,3,5,6.0,N,N,3.8375,0,0,3.8375,0,11,F,Bryson City,NC,28713,0
910,5103,13664,35,17,5,9.0,N,N,0.0,4,3,,0,12,M,Rutherfordton,NC,28139,0
911,2770,20889,73,21,5,8.0,N,Y,2.63636,0,0,2.41667,0,11,F,Valdese,NC,28690,0
912,16202,22132,18,1,5,7.0,N,N,2.55,7,6,1.75833,5,11,M,Millers Creek,NC,28651,0
913,907,6750,70,6,5,8.0,N,N,2.1875,2,11,2.1875,2,11,M,Hayesville,NC,28904,0
914,12398,18886,12,17,5,11.0,N,N,0.0,0,0,,0,12,M,Ellenboro,NC,28040,0
915,6642,22900,49,10,5,7.0,N,N,2.92857,0,0,2.46154,0,11,F,Morganton,NC,28655,0
916,12133,20738,36,10,3,7.0,N,N,2.66667,0,0,2.0,0,12,M,Morganton,NC,28655,0
917,16611,12180,60,21,5,9.0,N,N,2.65,40,7,2.2,0,12,M,Hickory,NC,28601,0
918,10143,24946,40,21,5,9.0,N,N,3.4375,9,7,3.4125,0,12,F,Morganton,NC,28655,0
919,5485,7530,8,1,5,6.0,N,N,3.56429,2,9,3.225,0,11,F,Roaring River,NC,28669,0
920,4929,22563,51,10,5,6.0,N,N,3.70833,1,9,3.41667,0,12,M,Connelly Springs,NC,28612,0
921,10781,4412,46,14,9,8.0,Y,N,2.35357,0,0,1.48333,2,11,M,North Wilkesboro,NC,28659,1
922,15545,27386,76,15,5,8.0,N,N,,0,0,,0,11,F,Lansing,NC,28643,0
923,11393,18938,62,12,5,9.0,N,N,2.76667,0,0,1.7,0,12,M,Rutherfordton,NC,28139,0
924,7761,14074,23,17,5,11.0,N,N,0.0,4,0,,0,12,F,Forest City,NC,28043,0
925,6044,9356,36,10,5,7.0,N,N,2.95833,5,9,2.61538,0,12,F,Morganton,NC,28655,0
926,14923,20911,45,14,7,9.0,N,N,1.25,51,28,1.25,4,12,M,North Wilkesboro,NC,28659,2
927,5944,16154,3,12,5,8.0,N,N,,0,0,,0,11,M,Mooresboro,NC,28114,0
928,818,19035,16,10,5,8.0,N,N,2.47222,9,11,2.25,0,12,M,Morganton,NC,28655,0
929,17036,25440,35,17,5,11.0,N,N,0.0,0,0,,0,12,M,Rutherfordton,NC,28139,0
930,1464,19357,67,2,5,8.0,N,N,3.66875,0,2,3.41111,0,12,F,Fleetwood,NC,28626,0
931,10512,16208,49,10,2,6.0,N,Y,2.08333,4,0,1.76923,1,12,F,Morganton,NC,28655,0
932,1790,23189,10,17,9,8.0,N,N,0.0,0,0,,0,12,F,Rutherfordton,NC,28139,1
933,10959,27625,67,2,9,7.0,N,N,2.35714,2,1,1.81111,2,12,M,Jefferson,NC,28640,1
934,9169,20607,7,9,5,7.0,N,N,,0,0,,0,11,M,Rutherfordton,NC,28139,0
935,15379,28049,7,9,5,8.0,N,N,0.74,2,19,0.52857,0,12,F,Rutherfordton,NC,28139,0
936,2015,14242,51,10,5,8.0,N,N,3.75,5,4,3.66667,0,12,M,Hickory,NC,28601,0
937,9683,17169,22,9,5,8.0,N,N,2.69643,10,4,1.85385,4,12,M,Ellenboro,NC,28040,0
938,5989,1806,35,17,4,11.0,N,N,0.0,1,0,,0,12,F,Spindale,NC,28160,0
939,5832,21411,51,10,5,7.0,N,N,3.91667,12,0,3.83333,0,12,F,Hickory,NC,28601,0
940,214,20083,12,17,5,11.0,N,N,0.0,0,0,,0,12,F,Ellenboro,NC,28040,0
941,9157,26004,7,9,2,8.0,N,N,1.89091,3,0,1.35,6,12,F,Spindale,NC,28160,0
942,1542,19508,12,17,2,12.0,N,N,0.0,0,3,,0,12,M,Forest City,NC,28043,0
943,13651,11663,53,9,9,6.0,N,N,2.57037,2,1,2.54,1,12,F,Forest City,NC,28043,1
944,7026,9307,36,10,4,6.0,N,N,3.91667,2,2,3.83333,0,12,M,Morganton,NC,28655,0
945,16046,15911,15,1,5,7.0,N,N,1.16667,4,1,1.16667,2,12,M,North Wilkesboro,NC,28659,0
946,12528,1728,49,10,5,6.0,N,N,3.21429,0,2,2.76923,0,12,M,Valdese,NC,28690,0
947,5879,8106,35,17,5,10.0,N,N,0.0,0,0,,0,12,M,Rutherfordton,NC,28139,0
948,210,16494,68,14,7,9.0,N,N,3.33333,21,27,3.33333,0,12,M,North Wilkesboro,NC,28659,2
949,4413,21314,42,12,9,8.0,N,N,,0,0,,0,11,M,Forest City,NC,28043,1
950,14949,18686,23,17,5,10.0,N,N,0.0,0,0,,0,12,M,Forest City,NC,28043,0
951,469,24770,22,9,5,6.0,N,N,0.84615,0,0,0.84615,15,11,M,Ellenboro,NC,28040,0
952,9611,15902,45,14,7,9.0,N,N,1.6375,41,15,1.6375,2,12,F,North Wilkesboro,NC,28659,2
953,4837,16702,38,13,5,6.0,N,N,3.5,0,3,3.6375,0,12,M,Robbinsville,NC,28771,0
954,2916,25801,15,1,5,6.0,N,N,3.28333,2,0,3.28333,0,12,M,Hays,NC,28635,0
955,4680,16745,36,10,5,6.0,N,N,3.33333,1,3,3.0,0,11,M,Morganton,NC,28655,0
956,9216,22572,12,17,5,12.0,N,N,0.0,1,1,,0,12,F,Bostic,NC,28018,0
957,14169,20694,12,17,5,12.0,N,N,0.0,0,0,,0,12,M,Bostic,NC,28018,0
958,911,25812,10,17,5,7.0,N,N,0.0,0,0,,0,12,F,Rutherfordton,NC,28139,0
959,6310,25275,67,2,9,7.0,N,N,3.66667,0,6,3.66667,0,11,M,Jefferson,NC,28640,1
960,11402,10780,55,10,2,8.0,N,N,1.53571,7,5,1.58333,2,12,M,Morganton,NC,28655,0
961,1244,11896,10,17,2,8.0,N,N,0.0,2,0,,0,12,M,Spindale,NC,28160,0
962,2898,22209,51,10,5,6.0,N,N,2.54167,16,1,2.23077,0,12,M,Hildebran,NC,28637,0
963,5329,5273,69,2,5,6.0,N,N,2.82727,1,0,3.55455,0,12,F,Fleetwood,NC,28626,0
964,8511,25752,30,2,5,6.0,N,N,4.0,0,0,4.0,0,11,F,Lansing,NC,28643,0
965,7339,17670,15,1,5,6.0,N,N,3.56667,4,5,3.56667,0,12,F,North Wilkesboro,NC,28659,0
966,14131,28597,14,8,5,8.0,N,N,3.45,88,97,3.3,0,11,F,Sparta,NC,28675,2
967,3435,592,49,10,5,6.0,N,N,2.5,4,4,1.61538,1,12,M,Lenoir,NC,28645,0
968,694,18786,34,21,2,8.0,N,Y,2.65385,0,0,2.3125,0,11,M,Morganton,NC,28655,0
969,6084,19495,75,4,9,6.0,N,N,3.925,3,1,3.925,0,12,M,Burnsville,NC,28714,1
970,8078,28168,71,21,5,9.0,N,N,3.9375,1,3,3.875,0,12,M,Morganton,NC,28655,0
971,9310,5522,13,23,5,9.0,N,N,,35,14,,0,12,F,Vilas,NC,28692,0
972,3472,25895,36,10,4,7.0,N,N,3.91667,6,3,3.83333,0,12,F,Morganton,NC,28655,0
973,14199,24488,22,9,5,6.0,N,N,3.73704,6,5,3.87143,0,12,F,Bostic,NC,28018,0
974,16741,21148,16,10,9,6.0,N,N,3.40541,0,0,3.91667,0,12,M,Morganton,NC,28655,1
975,1760,7164,17,19,5,6.0,N,N,2.70833,15,8,2.13333,2,12,M,Mars Hill,NC,28754,0
976,11778,22913,11,1,5,7.0,N,N,3.3,3,14,3.13636,1,11,M,Wilkesboro,NC,28697,0
977,11729,17376,11,1,2,8.0,N,N,3.71667,4,0,3.71667,0,12,M,Wilkesboro,NC,28697,0
978,10968,20723,66,12,5,9.0,N,N,2.59,0,0,2.18571,2,12,M,Forest City,NC,28043,0
979,12316,24237,35,17,5,10.0,N,N,0.0,0,0,,0,12,M,Forest City,NC,28043,0
980,12164,15313,36,10,5,7.0,N,N,3.95833,0,3,3.91667,0,12,F,Morganton,NC,28655,0
981,6848,12280,13,23,9,9.0,N,N,,22,1,,0,12,F,Blowing Rock,NC,28605,1
982,16909,23144,12,17,4,11.0,N,N,0.0,0,0,,0,12,M,Ellenboro,NC,28040,0
983,7329,19059,47,20,7,8.0,N,N,2.82917,1,0,2.42857,1,11,F,Cherokee,NC,28719,0
984,1182,27768,12,17,5,10.0,N,N,0.0,1,0,,0,12,M,Ellenboro,NC,28040,0
985,12868,22223,55,10,9,6.0,N,N,3.20833,0,0,2.66667,0,11,F,Morganton,NC,28655,1
986,6987,13846,12,17,4,10.0,N,N,0.0,0,0,,0,12,F,Forest City,NC,28043,0
987,16943,19794,16,10,4,8.0,N,N,3.36842,2,1,3.42857,2,12,M,Morganton,NC,28655,0
988,1661,18503,8,1,5,7.0,N,N,3.925,1,2,3.88333,0,11,F,Elkin,NC,28621,0
989,3915,3824,18,1,9,6.0,Y,N,1.66667,3,5,1.66667,1,12,F,North Wilkesboro,NC,28659,1
990,2569,15402,15,1,9,7.0,N,N,3.98929,1,0,3.975,0,11,F,North Wilkesboro,NC,28659,1
991,14706,9693,35,17,5,12.0,N,N,0.0,0,0,,0,12,M,Rutherfordton,NC,28139,0
992,6393,21556,23,17,5,9.0,N,N,0.0,3,0,,0,12,M,Mooresboro,NC,28114,0
993,3351,28549,74,3,7,8.0,N,N,3.57778,0,7,3.37778,0,12,F,Sylva,NC,28779,0
994,9315,19327,6,12,5,8.0,N,N,,0,0,,0,11,F,Lake Lure,NC,28746,0
995,5652,24207,20,17,5,6.0,N,N,0.0,2,0,,0,12,M,Forest City,NC,28043,0
996,16945,18743,74,3,5,6.0,N,N,3.42857,0,0,4.0,1,12,M,Bryson City,NC,28713,0
997,13542,23605,13,23,5,9.0,N,N,,4,5,,0,12,F,Vilas,NC,28692,0
998,3037,17368,49,10,2,7.0,N,N,3.75,3,0,3.69231,0,12,M,Connelly Springs,NC,28612,0
999,2901,8297,23,17,5,10.0,N,N,0.0,0,0,,0,12,F,Forest City,NC,28043,0
1000,9454,29140,11,1,1,6.0,Y,N,4.0,0,0,4.0,0,12,F,Wilkesboro,NC,28697,0
1001,6058,25735,12,17,5,9.0,N,N,0.0,3,1,,0,12,F,Ellenboro,NC,28040,0
1002,7097,25396,67,2,5,7.0,N,N,3.14286,5,2,3.22222,0,12,F,Lansing,NC,28643,0
1003,16804,11486,6,12,5,8.0,N,N,,0,0,,0,11,M,Rutherfordton,NC,28139,0
1004,10704,27621,22,9,9,6.0,N,N,3.76957,3,0,3.54545,0,12,M,Bostic,NC,28018,1
1005,13135,24931,35,17,4,12.0,N,N,0.0,0,2,,0,12,F,Rutherfordton,NC,28139,0
1006,8472,10000,35,17,2,10.0,N,N,0.0,0,0,,0,12,M,Rutherfordton,NC,28139,0
1007,10169,28997,11,1,5,7.0,N,N,3.41786,2,6,3.225,0,11,F,Wilkesboro,NC,28697,0
1008,13216,20156,51,10,5,7.0,N,N,3.91667,3,1,3.91667,0,11,M,Connelly Springs,NC,82612,0
1009,1245,9668,1,22,5,8.0,N,Y,3.375,3,0,2.9125,0,12,M,Banner Elk,NC,28604,0
1010,15269,24081,13,23,5,9.0,N,N,,0,2,,0,12,M,Deep Gap,NC,28618,0
1011,4008,26156,22,9,5,7.0,N,N,1.66667,0,0,1.66667,3,11,M,Ellenboro,NC,28040,0
1012,5366,24639,71,21,2,9.0,N,N,2.525,39,37,1.925,2,12,M,Morganton,NC,28655,0
1013,2279,20628,49,10,5,7.0,N,N,3.58333,1,0,3.38462,0,12,F,Morganton,NC,28655,0
1014,1266,24591,49,10,5,6.0,N,N,4.0,2,3,4.0,0,12,F,Morganton,NC,28655,0
1015,11428,25052,55,10,5,6.0,N,N,3.20833,2,4,2.83333,0,12,F,Morganton,NC,28655,0
1016,12542,20618,55,10,4,8.0,N,Y,1.7037,1,3,2.08333,1,12,F,Morganton,NC,28655,0
1017,8981,21036,6,12,2,8.0,N,N,,0,0,,0,11,M,Rutherfordton,NC,28139,0
1018,858,27109,25,4,9,7.0,N,N,0.8375,3,0,0.8375,5,12,M,Burnsville,NC,28714,1
1019,16815,17688,11,1,4,8.0,N,Y,0.71667,7,2,0.71667,4,12,F,North Wilkesboro,NC,28659,0
1020,12627,26072,12,17,5,9.0,N,N,0.0,0,3,,0,12,M,Bostic,NC,28018,0
1021,16167,29186,39,21,2,8.0,N,N,2.95833,0,0,2.66667,0,11,M,Morganton,NC,28655,0
1022,12706,16909,74,3,7,8.0,N,N,3.09444,0,8,2.73333,0,12,M,Cherokee,NC,28719,0
1023,13607,7378,17,19,5,7.0,N,Y,3.86,8,1,3.81667,0,11,M,Marshall,NC,28753,0
1024,5745,9723,12,17,5,10.0,N,N,0.0,1,4,,0,12,M,Ellenboro,NC,28040,0
1025,3306,8872,64,22,5,6.0,N,N,3.6575,3,4,3.58333,0,11,M,Boone,NC,28607,0
1026,13936,24993,71,21,5,9.0,N,N,3.4625,17,13,2.925,0,12,F,Morganton,NC,28655,0
1027,7569,5875,38,13,6,6.0,N,N,3.57619,0,6,3.65,0,12,M,Robbinsville,NC,28771,0
1028,14747,25449,23,17,2,11.0,N,N,0.0,1,0,,0,12,F,Forest City,NC,28043,0
1029,16159,11024,8,1,5,6.0,N,N,3.8,2,3,3.8,0,12,M,Roaring River,NC,28669,0
1030,1167,15646,40,21,2,9.0,N,N,0.7875,63,0,0.2875,10,12,F,Morganton,NC,28655,0
1031,15100,22203,51,10,5,8.0,N,N,3.69565,1,2,3.41667,0,12,M,Connelly Springs,NC,28612,0
1032,11252,22027,52,17,2,6.0,N,N,0.0,0,0,,0,12,M,Forest City,NC,28043,0
1033,7505,14098,61,21,5,9.0,N,N,2.10588,25,6,1.175,4,12,M,Morganton,NC,28655,0
1034,8722,28495,17,19,5,7.0,N,N,3.8875,6,0,3.775,0,12,F,Marshall,NC,28753,0
1035,10790,3347,35,17,5,11.0,N,N,0.0,2,3,,0,12,M,Forest City,NC,28043,0
1036,750,28626,23,17,5,10.0,N,N,0.0,1,3,,0,12,M,Mooresboro,NC,28114,0
1037,8465,28674,26,14,7,9.0,N,N,3.28333,6,4,3.28333,0,12,F,Purlear,NC,28665,2
1038,11759,21881,35,17,5,9.0,N,N,0.0,5,0,,0,12,M,Union Mills,NC,28167,0
1039,8746,26179,17,19,5,6.0,N,N,3.92333,0,0,3.91111,0,11,F,Marshall,NC,28753,0
1040,14161,22420,8,1,5,6.0,N,N,3.61667,0,1,3.61667,0,12,M,Elkin,NC,28621,0
1041,6127,16680,54,11,5,8.0,N,N,3.5625,4,5,3.35833,0,11,M,Robbinsville,NC,28771,0
1042,12750,28188,24,12,9,9.0,N,N,0.37,39,5,0.0,9,12,F,Rutherfordton,NC,28139,1
1043,10578,16796,64,22,5,8.0,N,N,3.4,0,13,3.2125,0,12,M,Boone,NC,28607,0
1044,4736,8158,17,19,5,7.0,N,N,2.50667,6,8,2.17222,3,11,M,Marshall,NC,28753,0
1045,16328,15800,18,1,5,8.0,N,Y,1.75,8,11,1.75,3,12,M,North Wilkesboro,NC,28659,0
1046,12501,21744,72,16,5,9.0,N,N,2.94167,36,7,2.89167,2,12,F,Mars Hill,NC,28754,0
1047,3737,24436,35,17,5,11.0,N,N,0.0,1,0,,0,12,F,Rutherfordton,NC,28139,0
1048,16154,25564,7,9,5,8.0,N,N,1.565,54,42,1.1,9,12,M,Rutherfordton,NC,28139,0
1049,2525,11825,36,10,9,7.0,N,N,3.70833,0,0,3.66667,0,11,M,Morganton,NC,28655,1
1050,6740,14680,11,1,5,6.0,N,N,2.94286,2,12,2.2,3,11,F,Wilkesboro,NC,28697,0
1051,6279,13762,11,1,1,6.0,Y,N,4.0,0,0,4.0,0,12,M,Wilkesboro,NC,28697,0
1052,8906,1891,9,5,5,6.0,N,N,3.04783,2,0,2.68182,1,12,F,Sparta,NC,28675,0
1053,2213,15724,14,8,9,8.0,N,N,2.72083,0,0,1.81667,1,11,M,Sparta,NC,28675,2
1054,4191,19964,50,8,5,9.0,N,N,3.7125,15,8,3.53333,0,12,M,Sparta,NC,28675,2
1055,4375,25992,20,17,5,8.0,N,N,0.0,0,1,,0,12,M,Mooresboro,NC,28114,0
1056,7733,25334,49,10,4,6.0,N,N,3.41667,0,0,3.16667,0,11,F,Valdese,NC,28602,0
1057,12532,20213,18,1,5,8.0,N,N,3.6,2,3,3.6,0,12,F,Purlear,NC,28665,0
1058,15286,13160,55,10,5,7.0,N,N,2.93846,2,1,2.55833,0,12,F,Morganton,NC,28655,0
1059,6421,1485,35,17,5,10.0,N,N,0.0,0,0,,0,12,M,Rutherfordton,NC,28139,0
1060,15064,25894,76,15,5,8.0,N,N,,0,0,,0,11,F,Creston,NC,28615,0
1061,4445,1136,13,23,5,9.0,N,N,,4,0,,0,12,M,Vilas,NC,28692,0
1062,14648,13951,32,21,5,8.0,N,N,3.16667,0,0,2.83333,0,11,M,Hickory,NC,28602,0
1063,365,14613,67,2,5,7.0,N,N,3.42667,9,6,3.43636,0,12,M,Fleetwood,NC,28626,0
1064,13158,8764,36,10,5,8.0,N,N,4.0,0,0,4.0,0,12,F,Morganton,NC,28655,0
1065,765,27167,22,9,5,6.0,N,N,2.38462,6,2,2.38462,0,11,F,Ellenboro,NC,28040,0
1066,8614,17362,75,4,5,6.0,N,N,3.55417,6,10,3.45625,0,11,M,Burnsville,NC,28714,0
1067,10311,29233,58,7,5,7.0,N,N,3.02593,3,0,3.83571,0,12,M,Hayesville,NC,28904,0
1068,964,14705,74,3,5,7.0,N,N,3.96,0,7,3.91429,0,12,F,Bryson City,NC,28713,0
1069,7023,29218,75,4,9,6.0,N,N,3.80357,4,0,3.7,0,11,M,Burnsville,NC,28714,1
1070,4811,14181,23,17,2,12.0,N,N,0.0,1,0,,0,12,F,Mooresboro,NC,28114,0
1071,12073,23611,23,17,5,11.0,N,N,0.0,3,0,,0,12,F,Henrietta,NC,28076,0
1072,6361,18321,49,10,5,7.0,N,N,3.96296,0,0,3.91667,0,11,M,Morganton,NC,28655,0
1073,14449,224,28,14,5,8.0,N,N,3.98929,2,1,3.975,0,11,F,Ferguson,NC,28624,0
1074,11508,2263,73,21,5,8.0,N,N,3.62963,0,0,3.5,0,11,M,Valdese,NC,28690,0
1075,899,11672,51,10,5,6.0,N,N,3.08333,0,0,2.83333,0,12,F,Hickory,NC,28602,0
1076,4586,22048,36,10,5,8.0,N,N,3.7625,1,1,3.525,0,12,M,Morganton,NC,28655,0
1077,7734,19705,39,21,2,8.0,N,N,2.35714,0,0,1.58333,4,11,M,Morganton,NC,28655,0
1078,5426,875,36,10,5,6.0,N,N,3.3625,2,2,2.83333,0,12,F,Morganton,NC,28655,0
1079,8058,23010,58,7,5,8.0,N,N,3.14333,8,1,3.87857,0,12,M,Hayesville,NC,28904,0
1080,1581,29198,8,1,5,7.0,N,N,3.81429,0,2,3.64167,0,11,M,Roaring River,NC,28669,0
1081,8415,26776,55,10,5,6.0,N,N,3.12,0,1,3.0,0,12,M,Morganton,NC,28655,0
1082,16113,15345,53,9,5,6.0,N,N,2.41667,0,0,2.41667,0,11,F,Henrietta,NC,28076,0
1083,17182,21695,68,14,7,9.0,N,N,1.18889,23,13,1.18889,3,12,M,Wilkesboro,NC,28697,2
1084,10238,20159,13,23,5,9.0,N,N,,4,0,,0,12,M,Vilas,NC,28692,0
1085,13266,19225,36,10,5,7.0,N,N,3.83333,1,1,3.76923,0,11,F,Morganton,NC,28655,0
1086,13252,13224,15,1,5,6.0,N,N,3.54286,2,3,3.325,0,11,F,Millers Creek,NC,28651,0
1087,15798,24517,36,10,5,6.0,N,N,4.0,1,0,4.0,0,12,M,Morganton,NC,28655,0
1088,3334,24548,15,1,5,6.0,N,N,4.0,0,4,4.0,0,12,F,North Wilkesboro,NC,28659,0
1089,8756,20014,55,10,5,6.0,N,N,3.84615,1,5,4.0,0,12,F,Morganton,NC,28655,0
